"TLONGDD","TLATDD","RLONGDD","RLATDD","TAGNO","SPECIES","TDATE","UNIQUE","TGEAR","HOOKTYPE","TDEPTHFT","TLENIN","TWTLBS","RDATE","RGEAR","RETDEPTH"
-86.5,30.3166666666667,-86.5166666666667,30.3166666666667,"58715","RED SNAPPER",2005-05-16,32961,"RR","CIRCLE",80,11,NA,2005-08-01,"RR",85
-86.5,30.3166666666667,-86.5333333333333,30.3333333333333,"58725","RED SNAPPER",2005-05-16,32971,"RR","CIRCLE",80,15,NA,2005-06-28,"RR",71
-86.5,30.3166666666667,-87.1833333333333,30.2166666666667,"58730","RED SNAPPER",2005-05-16,32975,"RR","CIRCLE",80,13,NA,2006-04-25,"RR",75
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"58733","RED SNAPPER",2005-05-25,34816,"RR","CIRCLE",85,9,NA,2005-06-08,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"58744","RED SNAPPER",2005-05-25,34827,"RR","CIRCLE",85,14,NA,2005-08-15,"RR",85
-86.4833333333333,30.3333333333333,-86.4833333333333,30.3166666666667,"59979","RED SNAPPER",2005-07-26,37681,"RR","CIRCLE",75,13,NA,2005-09-20,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"59987","RED SNAPPER",2005-07-26,37689,"RR","CIRCLE",85,15,NA,2005-08-23,"RR",85
-86.5166666666667,30.3166666666667,-86.5,30.3166666666667,"59988","RED SNAPPER",2005-07-26,37690,"RR","CIRCLE",85,15,NA,2005-08-08,"RR",80
-86.5166666666667,30.3166666666667,-87.05,30.2166666666667,"59992","RED SNAPPER",2005-08-01,37753,"RR","CIRCLE",85,15,NA,2005-08-15,"RR",NA
-86.5166666666667,30.3166666666667,-87.1666666666667,30.6666666666667,"59993","RED SNAPPER",2005-08-01,37754,"RR","CIRCLE",85,15,NA,2006-07-04,"RR",80
-86.5166666666667,30.3166666666667,-86.4166666666667,31.25,"60008","RED SNAPPER",2005-08-01,37749,"RR","CIRCLE",85,15,NA,2006-05-28,"RR",80
-86.5166666666667,30.3166666666667,-86.5,30.3333333333333,"60012","RED SNAPPER",2005-08-08,37728,"RR","CIRCLE",85,10,NA,2005-09-02,"RR",80
-86.5166666666667,30.3166666666667,-86.5833333333333,30.1166666666667,"60018","RED SNAPPER",2005-08-08,37734,"RR","CIRCLE",85,15,NA,2006-05-22,"RR",110
-86.5,30.3,-86.5,30.3,"G39053","RED SNAPPER",2001-06-05,22176,"RR","CIRCLE",85,15,NA,2002-04-24,"RR",70
-86.5166666666667,30.3,-86.5166666666667,30.3,"G39056","RED SNAPPER",2001-06-15,22179,"RR","CIRCLE",85,15,NA,2001-10-25,"RR",70
-86.5166666666667,30.3,-86.5166666666667,30.3166666666667,"G39063","RED SNAPPER",2001-06-15,22187,"RR","CIRCLE",85,14,NA,2001-07-10,"RR",85
-86.4833333333333,30.3,-86.5166666666667,30.3333333333333,"G39065","RED SNAPPER",2001-06-05,22189,"RR","CIRCLE",80,14,NA,2001-09-11,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3,"G39067","RED SNAPPER",2001-06-21,22192,"RR","CIRCLE",85,13,NA,2002-08-06,"RR",75
-86.5166666666667,30.3166666666667,-86.5833333333333,30.5,"G39073","RED SNAPPER",2001-06-21,22199,"RR","CIRCLE",85,15,NA,2001-07-06,"RR",80
-86.5166666666667,30.3166666666667,-86.5833333333333,30.5,"G39074","RED SNAPPER",2001-06-21,22201,"RR","CIRCLE",85,15,NA,2001-07-06,"RR",80
-86.5,30.3166666666667,-86.5,30.3,"G39097","RED SNAPPER",2001-07-05,22223,"RR","CIRCLE",75,12,NA,2002-05-21,"RR",80
-86.5,30.3166666666667,-86.5,30.3,"G39100","RED SNAPPER",2001-07-05,22226,"RR","CIRCLE",75,14,NA,2002-04-15,"RR",85
-86.5,30.3,-86.5166666666667,30.3166666666667,"G39614","RED SNAPPER",2001-07-20,22558,"RR","CIRCLE",85,10,NA,2002-07-01,"RR",85
-86.5,30.3166666666667,-86.5166666666667,30.3333333333333,"G39626","RED SNAPPER",2001-08-06,22571,"RR","CIRCLE",80,14,NA,2001-09-11,"RR",80
-86.5166666666667,30.3166666666667,-85.9833333333333,30.1,"G39633","RED SNAPPER",2001-08-13,22579,"RR","CIRCLE",85,15,NA,2002-05-25,"RR",92
-86.5166666666667,30.3333333333333,-86.5,30.3,"G39646","RED SNAPPER",2001-08-20,22590,"RR","CIRCLE",85,15,NA,2002-05-15,"RR",85
-86.4833333333333,30.3166666666667,-86.4833333333333,30.3166666666667,"G41410","RED SNAPPER",2001-08-28,23580,"RR","CIRCLE",80,15,NA,2002-06-03,"RR",80
-86.4833333333333,30.3166666666667,-86.5,30.3,"G41411","RED SNAPPER",2001-08-28,23581,"RR","CIRCLE",80,14,NA,2002-05-25,"RR",80
-86.4833333333333,30.3166666666667,-86.4833333333333,30.3,"G41412","RED SNAPPER",2001-08-28,23583,"RR","CIRCLE",80,15,NA,2002-05-22,"RR",78
-86.4833333333333,30.3166666666667,-86.4666666666667,30.3166666666667,"G41416","RED SNAPPER",2001-09-05,23588,"RR","CIRCLE",80,15,NA,2001-10-22,"RR",80
-86.5166666666667,30.3333333333333,-86.5166666666667,30.3166666666667,"G41426","RED SNAPPER",2001-09-11,23598,"RR","CIRCLE",80,14,NA,2002-05-16,"RR",85
-86.5166666666667,30.3333333333333,-86.5166666666667,30.3166666666667,"G41429","RED SNAPPER",2001-09-11,23602,"RR","CIRCLE",80,11,NA,2002-05-22,"RR",85
-86.5,30.3166666666667,-86.5,30.3166666666667,"G41433","RED SNAPPER",2001-09-19,23607,"RR","CIRCLE",80,11,NA,2001-09-27,"RR",85
-86.5,30.3166666666667,-86.5,30.3166666666667,"G41440","RED SNAPPER",2001-09-19,23615,"RR","CIRCLE",80,15,NA,2001-10-25,"RR",70
-86.5,30.3166666666667,-86.5166666666667,30.3166666666667,"G41443","RED SNAPPER",2001-09-19,23618,"RR","CIRCLE",80,10,NA,2003-04-28,"RR",80
-86.5,30.3166666666667,-86.7333333333333,30.15,"G41446","RED SNAPPER",2001-09-19,23621,"RR","CIRCLE",80,11,NA,2003-07-06,"RR",115
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3,"G42011","RED SNAPPER",2002-05-09,23863,"RR","CIRCLE",85,14,NA,2002-08-05,"RR",75
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G42012","RED SNAPPER",2002-05-09,23864,"RR","CIRCLE",85,12,NA,2002-05-27,"RR",85
-86.4833333333333,30.3333333333333,-86.5166666666667,30.3,"G42050","RED SNAPPER",2002-07-16,23900,"RR","CIRCLE",75,15,NA,2002-08-12,"RR",75
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G42807","RED SNAPPER",2003-04-15,25821,"RR","CIRCLE",85,15,NA,2003-04-21,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G42835","RED SNAPPER",2003-04-28,26076,"RR","CIRCLE",85,12,NA,2003-07-08,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3333333333333,"G42836","RED SNAPPER",2003-04-28,26077,"RR","CIRCLE",85,15,NA,2003-07-21,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G42837","RED SNAPPER",2003-04-28,26078,"RR","CIRCLE",85,14,NA,2003-07-08,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G42846","RED SNAPPER",2003-05-09,26237,"RR","CIRCLE",85,13,NA,2003-06-17,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G42848","RED SNAPPER",2003-05-09,26239,"RR","CIRCLE",85,11,NA,2003-06-11,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G42848","RED SNAPPER",2003-06-11,26716,"RR","CIRCLE",85,12,NA,2003-08-26,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G42850","RED SNAPPER",2003-05-09,26241,"RR","CIRCLE",85,13,NA,2003-05-23,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43124","RED SNAPPER",2003-05-23,26447,"RR","CIRCLE",85,15,NA,2003-06-03,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43128","RED SNAPPER",2003-05-23,26451,"RR","CIRCLE",85,14,NA,2003-06-17,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43130","RED SNAPPER",2003-05-23,26453,"RR","CIRCLE",85,12,NA,2003-08-06,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3,"G43138","RED SNAPPER",2003-06-02,26630,"RR","CIRCLE",85,15,NA,2003-07-31,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43142","RED SNAPPER",2003-06-11,26675,"RR","CIRCLE",85,14,NA,2003-09-27,"RR",79
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43151","RED SNAPPER",2003-06-11,26684,"RR","CIRCLE",85,15,NA,2004-05-18,"RR",90
-86.5166666666667,30.3166666666667,-86.5166666666667,30.2666666666667,"G43167","RED SNAPPER",2003-06-11,26700,"RR","CIRCLE",85,15,NA,2004-06-11,"RR",65
-86.5166666666667,30.3166666666667,-86.5333333333333,30.35,"G43173","RED SNAPPER",2003-06-11,26706,"RR","CIRCLE",85,11,NA,2003-10-07,"RR",72
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3333333333333,"G43178","RED SNAPPER",2003-06-11,26711,"RR","CIRCLE",85,10,NA,2003-10-20,"RR",62
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43182","RED SNAPPER",2003-06-17,26720,"RR","CIRCLE",85,15,NA,2003-09-21,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43185","RED SNAPPER",2003-06-17,26723,"RR","CIRCLE",85,15,NA,2003-06-23,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3,"G43185","RED SNAPPER",2003-06-23,27041,"RR","CIRCLE",85,15,NA,2003-10-03,"RR",80
-86.5166666666667,30.3166666666667,-86.6666666666667,30.25,"G43200","RED SNAPPER",2003-06-17,26738,"RR","CIRCLE",85,14,NA,2004-06-24,"RR",67
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43405","RED SNAPPER",2003-07-08,27127,"RR","CIRCLE",85,12,NA,2003-08-06,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43416","RED SNAPPER",2003-07-08,27138,"RR","CIRCLE",85,11,NA,2004-06-18,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43422","RED SNAPPER",2003-07-08,27144,"RR","CIRCLE",85,14,NA,2003-08-26,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43422","RED SNAPPER",2003-08-26,28017,"RR","CIRCLE",85,15,NA,2003-09-21,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43424","RED SNAPPER",2003-07-15,27527,"RR","CIRCLE",85,12,NA,2004-05-05,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3333333333333,"G43426","RED SNAPPER",2003-07-15,27529,"RR","CIRCLE",85,14,NA,2003-10-31,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43435","RED SNAPPER",2003-07-15,27538,"RR","CIRCLE",85,10,NA,2004-04-16,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43435","RED SNAPPER",2004-04-16,29046,"RR","CIRCLE",85,14,NA,2004-05-18,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43437","RED SNAPPER",2003-07-15,27540,"RR","CIRCLE",85,10,NA,2003-08-26,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43441","RED SNAPPER",2003-07-15,27544,"RR","CIRCLE",85,9,NA,2004-06-04,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43445","RED SNAPPER",2003-07-15,27548,"RR","CIRCLE",85,11,NA,2003-10-20,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43447","RED SNAPPER",2003-07-15,27550,"RR","CIRCLE",85,14,NA,2003-10-20,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3333333333333,"G43449","RED SNAPPER",2003-07-15,27552,"RR","CIRCLE",85,11,NA,2003-10-31,"RR",80
-86.5166666666667,30.3333333333333,-86.5166666666667,30.3333333333333,"G43455","RED SNAPPER",2003-07-21,27511,"RR","CIRCLE",80,12,NA,2003-09-08,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43467","RED SNAPPER",2003-07-28,27749,"RR","CIRCLE",85,12,NA,2003-08-06,"RR",85
-86.5166666666667,30.3166666666667,-86.0666666666667,30.25,"G43474","RED SNAPPER",2003-07-28,27756,"RR","CIRCLE",85,11,NA,2005-10-24,"RR",70
-86.5166666666667,30.3166666666667,-86.4833333333333,30.3166666666667,"G43492","RED SNAPPER",2003-08-06,27804,"RR","CIRCLE",85,12,NA,2003-10-04,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43496","RED SNAPPER",2003-08-06,27808,"RR","CIRCLE",85,12,NA,2004-05-05,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.2666666666667,"G43500","RED SNAPPER",2003-08-06,27812,"RR","CIRCLE",85,11,NA,2004-06-11,"RR",65
-86.4833333333333,30.3,-86.4833333333333,30.3,"G43958","RED SNAPPER",2003-09-24,28186,"RR","CIRCLE",80,15,NA,2004-08-22,"RR",80
-86.4833333333333,30.3,-86.3833333333333,30.25,"G43959","RED SNAPPER",2003-09-24,28187,"RR","CIRCLE",80,15,NA,2004-05-16,"RR",85
-86.4833333333333,30.3,-86.4833333333333,30.3,"G43963","RED SNAPPER",2003-09-24,28191,"RR","CIRCLE",80,15,NA,2004-05-21,"RR",80
-86.4833333333333,30.3166666666667,-86.5166666666667,30.3166666666667,"G43972","RED SNAPPER",2003-10-04,28228,"RR","CIRCLE",80,14,NA,2004-07-27,"RR",85
-86.4833333333333,30.3166666666667,-86.5166666666667,30.3166666666667,"G43975","RED SNAPPER",2003-10-04,28231,"RR","CIRCLE",80,14,NA,2003-10-14,"RR",80
-86.4833333333333,30.3166666666667,-86.5166666666667,30.3166666666667,"G43979","RED SNAPPER",2003-10-04,28235,"RR","CIRCLE",80,12,NA,2004-05-10,"RR",85
-86.4833333333333,30.3166666666667,-86.5166666666667,30.3166666666667,"G43980","RED SNAPPER",2003-10-04,28236,"RR","CIRCLE",80,12,NA,2004-04-26,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G43980","RED SNAPPER",2004-04-26,29048,"RR","CIRCLE",85,14,NA,2004-05-18,"RR",85
-86.5166666666667,30.3166666666667,-86.5333333333333,30.35,"G43993","RED SNAPPER",2003-10-14,28247,"RR","CIRCLE",80,14,NA,2004-03-20,"RR",75
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3333333333333,"G43999","RED SNAPPER",2003-10-14,28253,"RR","CIRCLE",80,15,NA,2003-10-31,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G46828","RED SNAPPER",2003-10-20,28312,"RR","CIRCLE",85,13,NA,2004-06-30,"RR",87
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G46832","RED SNAPPER",2003-10-20,28316,"RR","CIRCLE",85,14,NA,2004-05-18,"RR",85
-86.5166666666667,30.3333333333333,-86.5833333333333,30.3333333333333,"G46851","RED SNAPPER",2003-10-31,28389,"RR","CIRCLE",80,12,NA,2004-11-06,"RR",65
-86.5166666666667,30.3333333333333,-86.6666666666667,30.25,"G46852","RED SNAPPER",2003-10-31,28390,"RR","CIRCLE",80,14,NA,2004-06-22,"RR",73
-86.5166666666667,30.3333333333333,-86.5166666666667,30.3166666666667,"G46862","RED SNAPPER",2003-10-31,28400,"RR","CIRCLE",80,13,NA,2004-06-07,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G47005","RED SNAPPER",2003-08-06,27817,"RR","CIRCLE",85,15,NA,2004-06-04,"",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3333333333333,"G47021","RED SNAPPER",2003-08-06,27833,"RR","CIRCLE",85,10,NA,2003-08-18,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3333333333333,"G47026","RED SNAPPER",2003-08-06,27838,"RR","CIRCLE",85,12,NA,2003-10-31,"RR",80
-86.5166666666667,30.3333333333333,-86.5166666666667,30.3166666666667,"G47041","RED SNAPPER",2003-08-18,27872,"RR","CIRCLE",80,14,NA,2004-06-04,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G47047","RED SNAPPER",2003-08-26,28000,"RR","CIRCLE",85,15,NA,2004-06-02,"RR",70
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G47048","RED SNAPPER",2003-08-26,28001,"RR","CIRCLE",85,13,NA,2003-10-20,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G47049","RED SNAPPER",2003-08-26,28002,"RR","CIRCLE",85,11,NA,2004-04-26,"RR",85
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G47049","RED SNAPPER",2004-04-26,29047,"RR","CIRCLE",85,14,NA,2004-05-10,"RR",85
-86.5166666666667,30.3333333333333,-86.5,30.3333333333333,"G47050","RED SNAPPER",2003-09-08,28086,"RR","CIRCLE",80,13,NA,2004-06-17,"RR",70
-86.5166666666667,30.3333333333333,-86.5166666666667,30.3166666666667,"G47067","RED SNAPPER",2003-09-08,28089,"RR","CIRCLE",80,12,NA,2004-06-24,"RR",85
-86.5166666666667,30.3333333333333,-86.5166666666667,30.3166666666667,"G47068","RED SNAPPER",2003-09-08,28090,"RR","CIRCLE",80,13,NA,2004-05-18,"RR",85
-86.4833333333333,30.3166666666667,-86.45,30.2833333333333,"G47096","RED SNAPPER",2003-09-15,28119,"RR","CIRCLE",80,14,NA,2003-10-18,"RR",90
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"G56708","RED SNAPPER",2005-04-18,32869,"RR","CIRCLE",85,10,NA,2005-05-16,"RR",85
-86.5166666666667,30.3166666666667,-86.5833333333333,30.35,"G56712","RED SNAPPER",2005-04-18,32873,"RR","CIRCLE",85,10,NA,2005-08-03,"RR",94
-86.5166666666667,30.3166666666667,-86.5,30.3166666666667,"G56720","RED SNAPPER",2005-05-04,34615,"RR","CIRCLE",85,14,NA,2005-07-14,"RR",80
-86.5333333333333,30.3333333333333,-86.5,30.3,"G56723","RED SNAPPER",2005-04-25,34499,"RR","CIRCLE",70,14,NA,2005-07-28,"RR",85
-86.5166666666667,30.3166666666667,-87.05,30.2166666666667,"G56739","RED SNAPPER",2005-05-04,34627,"RR","CIRCLE",85,12,NA,2005-08-15,"RR",NA
-87.2333333333333,30.2,-87.2333333333333,30.2166666666667,"38016","RED SNAPPER",2001-05-24,17029,"RR","J",82,16,NA,2001-09-29,"RR",65
-87.2166666666667,30.2166666666667,-87.2333333333333,30.2166666666667,"38020","RED SNAPPER",2001-05-24,17034,"RR","J",64,15,NA,2001-09-29,"RR",65
-87.2333333333333,30.2,-87.2,30.2,"39341","RED SNAPPER",2002-05-10,18187,"RR","CIRCLE",80,18.5,NA,2002-06-01,"RR",75
-87.1666666666667,30.2,-81.1333333333333,29.9166666666667,"40387","RED SNAPPER",2002-08-28,18857,"RR","CIRCLE",104,14.5,NA,2004-04-05,"RR",69
-87.35,30.1333333333333,-87.35,30.1333333333333,"41494","RED SNAPPER",2002-10-17,24369,"RR","CIRCLE",85,14,NA,2003-09-23,"RR",85
-87.2333333333333,30.1666666666667,-87.3333333333333,30.1666666666667,"42791","RED SNAPPER",2002-09-29,24242,"RR","CIRCLE",80,13.5,NA,2003-08-19,"RR",70
-87.25,30.4,-87.25,30.3166666666667,"45288","RED SNAPPER",2003-11-21,28621,"RR","J",25,15,NA,2004-07-06,"RR",30
-87.1666666666667,30.0833333333333,-87.2833333333333,30.05,"53162","RED SNAPPER",2005-06-15,37206,"RR","CIRCLE",110,12,NA,2005-10-19,"RR",100
-87.1666666666667,30.0833333333333,-87.8833333333333,30.0833333333333,"53165","RED SNAPPER",2005-06-15,37209,"RR","CIRCLE",110,15,NA,2005-07-27,"RR",125
-87.1666666666667,30.0833333333333,-86.1666666666667,30.2833333333333,"53169","RED SNAPPER",2005-06-15,37213,"RR","CIRCLE",110,15,NA,2006-04-18,"RR",70
-87.1666666666667,30.0833333333333,-87.3333333333333,30.05,"53174","RED SNAPPER",2005-06-15,37218,"RR","CIRCLE",110,14,NA,2006-06-09,"",84
-87.2333333333333,30.0333333333333,-87.1833333333333,30.0333333333333,"54516","RED SNAPPER",2005-01-10,32530,"RR","CIRCLE",110,14,NA,2005-05-27,"RR",100
-87.1666666666667,30,-87.25,30,"54561","RED SNAPPER",2005-03-29,33934,"RR","CIRCLE",110,16.5,NA,2005-04-21,"RR",110
-87.1666666666667,30,-87.2333333333333,30.1833333333333,"54570","RED SNAPPER",2005-03-29,33943,"RR","CIRCLE",110,16,NA,2005-04-21,"RR",82
-87.1666666666667,30,-87.2333333333333,30.1666666666667,"54575","RED SNAPPER",2005-03-29,33948,"RR","CIRCLE",110,21,NA,2005-08-15,"RR",60
-87.2166666666667,30.0333333333333,-87.3,30,"57981","RED SNAPPER",2005-12-27,38080,"RR","CIRCLE",100,11,NA,2006-05-31,"RR",100
-87.25,30.25,-87.2333333333333,30.1833333333333,"57994","RED SNAPPER",2005-12-13,38018,"RR","CIRCLE",80,11,NA,2006-06-27,"RR",90
-87.25,30.25,-87.2833333333333,30.2,"58000","RED SNAPPER",2005-12-13,38012,"RR","CIRCLE",80,14,NA,2006-10-18,"RR",80
-80.2333333333333,28.1166666666667,-80.2166666666667,28.15,"38966","RED SNAPPER",2002-04-15,17839,"RR","CIRCLE",85,18,NA,2002-06-23,"RR",80
-80.25,28.3166666666667,-80.2666666666667,28.2166666666667,"38974","RED SNAPPER",2002-04-22,17850,"RR","CIRCLE",85,17,NA,2002-07-14,"RR",85
-80.1666666666667,28.2833333333333,-80.1666666666667,28.2833333333333,"38977","RED SNAPPER",2002-04-22,17854,"RR","CIRCLE",120,14,NA,2002-05-26,"RR",120
-80.1666666666667,28.2833333333333,-80.0833333333333,28.2166666666667,"38979","RED SNAPPER",2002-04-22,17858,"RR","CIRCLE",120,15,NA,2002-06-04,"RR",130
-80.0833333333333,28.2166666666667,-81.1166666666667,29.8833333333333,"38979","RED SNAPPER",2002-06-04,17857,"RR","CIRCLE",130,16,NA,2002-06-17,"RR",65
-80.1166666666667,28.2333333333333,-80.0833333333333,28.2166666666667,"40529","RED SNAPPER",2002-03-11,18919,"RR","CIRCLE",125,14,NA,2002-06-04,"RR",130
-80.2833333333333,28.8333333333333,-80.2833333333333,28.8333333333333,"40531","RED SNAPPER",2002-03-17,18922,"RR","CIRCLE",100,19,NA,2002-06-01,"RR",75
-80.2166666666667,28.55,-80.2,28.6166666666667,"40538","RED SNAPPER",2002-03-18,18929,"RR","CIRCLE",125,13,NA,2003-02-15,"RR",140
-80.2166666666667,28.55,-80.1833333333333,28.6,"40539","RED SNAPPER",2002-03-18,18930,"RR","CIRCLE",125,17,NA,2002-10-08,"RR",140
-80.2166666666667,28.0833333333333,-80.2166666666667,28.0833333333333,"40809","RED SNAPPER",2002-10-13,24398,"RR","CIRCLE",100,12,NA,2003-02-16,"RR",80
-80.2166666666667,28.0833333333333,-80.2166666666667,28.0833333333333,"40809","RED SNAPPER",2003-02-16,25289,"RR","CIRCLE",80,14,NA,2003-02-28,"RR",100
-80.15,28.4666666666667,-80.15,28.4666666666667,"40840","RED SNAPPER",2002-11-19,24909,"RR","CIRCLE",125,18,NA,2003-02-20,"RR",135
-80.2,28.3,-80.1666666666667,28.3,"40846","RED SNAPPER",2002-11-30,24915,"RR","CIRCLE",130,12,NA,2003-04-16,"RR",125
-80.4333333333333,28.0666666666667,-80.4333333333333,28.0666666666667,"40886","RED SNAPPER",2003-02-28,25369,"RR","CIRCLE",60,14,NA,2004-01-31,"RR",60
-80.2333333333333,28.1,-80.2333333333333,28.1,"40896","RED SNAPPER",2003-02-28,25378,"RR","CIRCLE",80,16,NA,2003-05-04,"RR",85
-80.1166666666667,28.2166666666667,-80.1166666666667,28.2333333333333,"40911","RED SNAPPER",2002-07-15,19091,"RR","CIRCLE",135,16,NA,2002-08-24,"RR",135
-80.1166666666667,28.2166666666667,-80.1,28.2333333333333,"40912","RED SNAPPER",2002-07-15,19093,"RR","CIRCLE",135,15,NA,2002-12-29,"RR",130
-80.2166666666667,28.2333333333333,-80.1166666666667,28.2333333333333,"40927","RED SNAPPER",2002-07-20,19110,"RR","CIRCLE",135,14,NA,2002-08-24,"RR",135
-80.2666666666667,28.35,-80.2333333333333,28.4333333333333,"40991","RED SNAPPER",2002-09-22,24205,"RR","CIRCLE",85,19.75,NA,2002-10-06,"RR",60
-80.0666666666667,28.4,-80.2166666666667,28.4,"40995","RED SNAPPER",2002-09-28,24210,"RR","CIRCLE",175,16,NA,2002-12-29,"RR",120
-80.1166666666667,28.2,-80.1166666666667,28.2333333333333,"41102","RED SNAPPER",2002-06-01,19174,"RR","CIRCLE",130,15,NA,2002-08-24,"RR",135
-80.0833333333333,28.2166666666667,-80.1166666666667,28.2333333333333,"41116","RED SNAPPER",2002-06-04,19190,"RR","CIRCLE",130,18,NA,2002-08-24,"RR",135
-80.25,28.1666666666667,-80.25,28.1666666666667,"42404","RED SNAPPER",2003-03-01,25387,"RR","CIRCLE",85,13,NA,2003-04-03,"RR",85
-80.25,28.1666666666667,-80.2,28.1666666666667,"42405","RED SNAPPER",2003-03-01,25388,"RR","CIRCLE",85,19,NA,2003-05-05,"RR",85
-80.2166666666667,28.1666666666667,-80.2166666666667,28.1666666666667,"42409","RED SNAPPER",2003-03-01,25392,"RR","CIRCLE",85,19,NA,2003-03-06,"RR",85
-80.2,28.1666666666667,-80.1833333333333,28.1666666666667,"42414","RED SNAPPER",2003-03-06,25403,"RR","CIRCLE",85,14,NA,2003-04-14,"RR",90
-80.1166666666667,28.2333333333333,-80.1166666666667,28.2333333333333,"42415","RED SNAPPER",2003-03-06,25404,"RR","CIRCLE",125,15,NA,2003-05-04,"RR",125
-80.2,28.1666666666667,-80.2,28.1666666666667,"42426","RED SNAPPER",2003-03-22,25636,"RR","CIRCLE",125,15,NA,2003-05-11,"RR",100
-80.2,28.15,-80.2,28.1333333333333,"42443","RED SNAPPER",2003-03-29,25653,"RR","CIRCLE",85,18,NA,2003-04-14,"RR",85
-80.2,28.1333333333333,-80.2,28.15,"42443","RED SNAPPER",2003-04-14,25926,"RR","CIRCLE",85,19,NA,2004-04-10,"RR",90
-80.2333333333333,28.1166666666667,-80.2166666666667,28.1333333333333,"44416","RED SNAPPER",2003-04-05,25675,"RR","CIRCLE",85,18,NA,2003-05-01,"RR",85
-80.2,28.1666666666667,-80.2,28.1666666666667,"44445","RED SNAPPER",2003-04-14,25782,"RR","CIRCLE",85,12,NA,2003-05-03,"RR",85
-80.2,28.1666666666667,-80.2,28.1666666666667,"44446","RED SNAPPER",2003-04-14,25783,"RR","CIRCLE",85,13,NA,2003-05-11,"RR",100
