"TLONGDD","TLATDD","RLONGDD","RLATDD","TAGNO","SPECIES","TDATE","UNIQUE","TGEAR","HOOKTYPE","TDEPTHFT","TLENIN","TWTLBS","RDATE","RGEAR","RETDEPTH"
-80.9,29.5833333333333,-80.8833333333333,29.5833333333333,"38421","RED SNAPPER",2001-05-31,17407,"RR","J",65,18,NA,2001-07-06,"RR",75
-80.9,29.5833333333333,-80.9,29.5833333333333,"38425","RED SNAPPER",2001-05-31,17410,"RR","J",65,17,NA,2001-07-07,"RR",65
-80.9666666666667,29.6666666666667,-80.9666666666667,29.8333333333333,"38426","RED SNAPPER",2001-05-31,17411,"RR","J",65,18,NA,2001-08-24,"RR",70
-80.8,29.9,-80.8333333333333,29.9166666666667,"38467","RED SNAPPER",2001-05-19,17450,"RR","J",100,15,NA,2001-06-15,"RR",90
-80.8,29.9,-80.8333333333333,29.9166666666667,"38473","RED SNAPPER",2001-05-21,17457,"RR","J",100,16,NA,2001-06-06,"RR",90
-80.8,29.9,-80.85,29.9166666666667,"38478","RED SNAPPER",2001-05-21,17463,"RR","J",100,19,NA,2001-08-15,"RR",85
-80.8,29.9,-80.8333333333333,29.9166666666667,"38483","RED SNAPPER",2001-05-19,17470,"RR","J",100,16,NA,2001-06-15,"RR",90
-80.7666666666667,29.7333333333333,-80.7666666666667,29.7333333333333,"38488","RED SNAPPER",2001-05-18,17476,"","J",75,16,NA,2001-06-03,"RR",70
-80.8333333333333,29.8833333333333,-80.9,29.5833333333333,"38497","RED SNAPPER",2001-04-28,17487,"RR","J",80,14,NA,2001-05-31,"RR",65
-80.8,29.9,-80.95,29.8333333333333,"38501","RED SNAPPER",2001-04-10,17492,"RR","J",103,14,NA,2002-07-04,"RR",75
-80.8,29.9,-81.1166666666667,29.9,"38502","RED SNAPPER",2001-04-10,17494,"RR","J",103,18,NA,2001-04-16,"RR",65
-80.8,29.9,-81.1166666666667,29.9,"38503","RED SNAPPER",2001-04-10,17497,"RR","J",103,19,NA,2001-12-15,"RR",NA
-80.8,29.9,-81.1166666666667,29.8666666666667,"38505","RED SNAPPER",2001-04-10,17499,"RR","J",103,16,NA,2001-05-15,"RR",68
-81.1166666666667,29.9,-81.1166666666667,29.9,"38505","RED SNAPPER",2001-06-21,17502,"RR","J",74,19,NA,2001-08-29,"RR",65
-80.8,29.9,-81.1166666666667,29.9,"38507","RED SNAPPER",2001-04-10,17506,"RR","J",103,14,NA,2001-06-06,"RR",68
-80.95,29.8333333333333,-80.9666666666667,29.85,"38509","RED SNAPPER",2001-10-20,17509,"RR","J",85,12,NA,2003-06-07,"RR",63
-81.0833333333333,30.2,-81.0666666666667,30.2,"38566","RED SNAPPER",2001-06-26,17527,"RR","J",65,19,NA,2002-04-02,"RR",NA
-80.8333333333333,29.9166666666667,-80.8333333333333,29.9166666666667,"38598","RED SNAPPER",2001-06-06,17560,"RR","J",90,15,NA,2001-06-13,"RR",95
-81.1166666666667,29.9,-81.1166666666667,29.9,"40358","RED SNAPPER",2002-07-05,18832,"RR","J",66,16.5,NA,2002-07-20,"RR",73
-81.1166666666667,29.9,-81.1166666666667,29.9,"40358","RED SNAPPER",2002-07-20,18833,"RR","J",73,17,NA,2003-05-03,"RR",68
-81.1166666666667,29.9,-81.1166666666667,29.9,"44302","RED SNAPPER",2003-05-03,26253,"RR","J",68,16,NA,2003-11-07,"RR",70
-81.1166666666667,29.8833333333333,-81.1166666666667,29.9,"44309","RED SNAPPER",2003-04-02,25615,"RR","J",70,13,NA,2003-05-05,"RR",64
-81.1166666666667,29.9,-81.1166666666667,29.9,"44511","RED SNAPPER",2003-04-23,25988,"RR","J",64,14,NA,2003-05-03,"RR",68
-81.1166666666667,29.9,-81.1166666666667,29.9,"44522","RED SNAPPER",2003-04-23,25993,"RR","J",64,18,NA,2003-05-03,"RR",68
-81.1166666666667,29.9,-81.1166666666667,29.8666666666667,"44523","RED SNAPPER",2003-04-23,25994,"RR","J",64,13,NA,2003-09-20,"RR",65
-81.1166666666667,29.9,-81.1166666666667,29.9,"44526","RED SNAPPER",2003-04-24,26007,"RR","J",64,13,NA,2003-10-27,"RR",75
-81.1166666666667,29.9,-81.1,29.9,"44529","RED SNAPPER",2003-04-24,25996,"RR","J",64,14,NA,2003-10-07,"RR",64
-81.1166666666667,29.9,-81.1166666666667,29.9,"44536","RED SNAPPER",2003-04-24,26002,"RR","J",64,15,NA,2003-05-17,"RR",70
-81.1166666666667,29.9,-81.1166666666667,29.9,"44556","RED SNAPPER",2003-04-26,26060,"RR","J",65,15,NA,2003-07-21,"RR",60
-81.1166666666667,29.9,-81.1166666666667,29.9,"44559","RED SNAPPER",2003-05-03,26245,"RR","J",68,15,NA,2003-10-24,"RR",68
-81.1166666666667,29.9,-81.1166666666667,29.9,"44563","RED SNAPPER",2003-05-03,26249,"RR","J",68,15,NA,2003-10-13,"RR",73
-81.1166666666667,29.9,-80.6,29.9833333333333,"44563","RED SNAPPER",2003-10-13,28798,"RR","J",73,18,NA,2005-05-30,"RR",120
-81.1166666666667,29.9,-81.1166666666667,29.9,"44570","RED SNAPPER",2003-05-03,26259,"RR","J",68,17,NA,2003-09-21,"RR",70
-81.1166666666667,29.9,-81.0833333333333,29.9333333333333,"44580","RED SNAPPER",2003-05-05,26090,"RR","J",64,15,NA,2003-05-18,"RR",68
-81.1166666666667,29.9,-81.1166666666667,29.9,"44586","RED SNAPPER",2003-05-05,26096,"RR","J",64,16,NA,2003-09-13,"RR",70
-81.1166666666667,29.9,-81.1166666666667,29.9,"44586","RED SNAPPER",2003-09-13,28795,"RR","J",70,18,NA,2003-11-16,"RR",50
-81.1166666666667,29.9,-81.1166666666667,29.9,"44593","RED SNAPPER",2003-05-03,26263,"RR","J",68,17,NA,2003-09-13,"RR",70
-81.1166666666667,29.9,-81.1166666666667,29.9,"45005","RED SNAPPER",2003-05-17,26490,"RR","J",70,18,NA,2003-11-07,"RR",65
-81.1333333333333,29.8666666666667,-81.1166666666667,29.8833333333333,"45051","RED SNAPPER",2004-07-08,30447,"RR","J",72,12,NA,2005-05-19,"RR",63
-81.1333333333333,29.8666666666667,-81.1166666666667,29.8833333333333,"45054","RED SNAPPER",2004-07-08,30450,"RR","J",72,13,NA,2004-10-02,"",NA
-80.9833333333333,29.8333333333333,-80.95,29.8333333333333,"46086","RED SNAPPER",2003-10-17,28375,"RR","J",76,19,NA,2004-07-01,"RR",NA
-80.9833333333333,29.8333333333333,-80.9833333333333,29.8333333333333,"47233","RED SNAPPER",2004-10-24,31833,"RR","J",76,18,NA,2005-10-24,"RR",78
-80.7666666666667,29.8333333333333,-81.1,30.0166666666667,"47235","RED SNAPPER",2004-11-13,32370,"RR","J",100,17,NA,2005-10-20,"RR",100
-80.9666666666667,30.25,-80.9833333333333,30.2333333333333,"47282","RED SNAPPER",2004-10-16,31740,"RR","J",95,18,NA,2004-11-07,"RR",90
-80.9666666666667,30.25,-80.9833333333333,30.2833333333333,"47286","RED SNAPPER",2004-10-16,31733,"RR","J",95,16,NA,2006-07-20,"RR",95
-81.1166666666667,29.9,-81.1166666666667,29.9,"47290","RED SNAPPER",2004-10-15,31728,"RR","J",70,16,NA,2004-11-19,"RR",60
-81.1166666666667,29.9,-81.1166666666667,29.9,"47291","RED SNAPPER",2004-10-15,31727,"RR","J",70,14,NA,2004-10-31,"RR",74
-81.1166666666667,29.9,-81.1166666666667,29.9,"47297","RED SNAPPER",2004-10-15,31721,"RR","J",70,16,NA,2005-08-16,"RR",70
-81.1166666666667,29.9,-81.1166666666667,29.9,"47334","RED SNAPPER",2005-05-19,34811,"RR","J",69,16,NA,2005-10-15,"RR",70
-81.1166666666667,29.9,-81.1166666666667,29.9,"47347","RED SNAPPER",2005-05-14,34753,"RR","J",74,18,NA,2005-08-16,"RR",69
-81.1166666666667,29.9,-81.1166666666667,29.9,"47348","RED SNAPPER",2005-05-14,34752,"RR","J",74,13,NA,2005-08-20,"RR",70
-81.0833333333333,30.2,-81.0833333333333,30.2,"47371","RED SNAPPER",2004-11-26,33053,"RR","J",78,17,NA,2005-08-12,"RR",79
-81.0833333333333,30.2,-81.0833333333333,30.2,"47372","RED SNAPPER",2004-11-26,33052,"RR","J",78,19,NA,2005-09-18,"RR",69
-81.1666666666667,30.1833333333333,-80.8166666666667,30.2833333333333,"47381","RED SNAPPER",2004-11-26,33069,"RR","J",74,13,NA,2005-01-09,"RR",90
-80.7333333333333,29.7666666666667,-81.1166666666667,29.8833333333333,"47395","RED SNAPPER",2004-11-20,32391,"RR","J",95,13,NA,2005-07-23,"RR",68
-81.1166666666667,29.8833333333333,-81.1166666666667,29.8833333333333,"47940","RED SNAPPER",2004-08-04,31045,"RR","J",69,11,NA,2004-08-29,"RR",67
-81.0833333333333,29.9333333333333,-81.0833333333333,29.9166666666667,"47947","RED SNAPPER",2004-08-05,30938,"RR","J",71,13,NA,2004-08-29,"RR",69
-81.1166666666667,29.9,-81.1166666666667,29.9,"48201","RED SNAPPER",2004-10-06,31693,"RR","J",68,12,NA,2004-10-15,"RR",70
-80.8333333333333,29.9166666666667,-81.2833333333333,29.9166666666667,"48220","RED SNAPPER",2004-10-08,31577,"RR","J",95,18,NA,2004-12-07,"RR",95
-80.8,29.9,-80.8,29.9,"48235","RED SNAPPER",2004-10-08,31594,"RR","J",100,14,NA,2005-06-04,"RR",95
-80.8,29.9,-80.6666666666667,29.8,"48238","RED SNAPPER",2004-10-08,31597,"RR","J",100,16,NA,2004-10-30,"RR",100
-80.7333333333333,29.7666666666667,-80.7333333333333,29.7333333333333,"48267","RED SNAPPER",2004-09-18,31432,"RR","J",95,15,NA,2004-10-02,"RR",99
-80.7333333333333,29.7333333333333,-80.7333333333333,29.7333333333333,"48273","RED SNAPPER",2004-10-02,31444,"RR","J",99,15,NA,2004-11-20,"RR",110
-80.7333333333333,29.7333333333333,-80.7333333333333,29.7333333333333,"48274","RED SNAPPER",2004-10-02,31445,"RR","J",99,15,NA,2004-11-20,"RR",110
-81.1166666666667,29.9,-81.1166666666667,29.9,"48297","RED SNAPPER",2004-10-06,31691,"RR","J",68,14,NA,2005-05-29,"RR",69
-81.1166666666667,29.9,-81.1166666666667,29.9,"48297","RED SNAPPER",2005-05-29,36015,"RR","J",69,17,NA,2005-08-20,"RR",70
-80.9666666666667,29.6666666666667,-80.9666666666667,29.6666666666667,"49613","RED SNAPPER",2005-07-22,37531,"RR","J",68,18.5,NA,2005-10-23,"RR",65
-81.1333333333333,29.8666666666667,-81.1166666666667,29.9,"50317","RED SNAPPER",2004-08-18,31127,"RR","J",69,14,NA,2004-10-06,"RR",68
-81.1166666666667,29.9,-81.1166666666667,29.9,"50317","RED SNAPPER",2004-10-06,31696,"RR","J",68,14,NA,2004-10-31,"RR",80
-81.1166666666667,29.8833333333333,-81.1166666666667,29.8833333333333,"50330","RED SNAPPER",2004-08-18,31140,"RR","J",68,14,NA,2005-06-04,"RR",65
-80.7333333333333,29.7333333333333,-80.7333333333333,29.7333333333333,"50336","RED SNAPPER",2004-08-19,31152,"RR","J",120,17,NA,2004-09-18,"RR",110
-80.7333333333333,29.7333333333333,-80.7333333333333,29.7333333333333,"50339","RED SNAPPER",2004-08-19,31154,"RR","J",120,15,NA,2004-09-18,"RR",110
-80.7333333333333,29.7333333333333,-80.7333333333333,29.7333333333333,"50347","RED SNAPPER",2004-08-19,31163,"RR","J",120,16,NA,2004-10-02,"RR",99
-80.6666666666667,29.8,-80.8,29.8833333333333,"51830","RED SNAPPER",2004-10-30,32019,"RR","J",100,19.5,NA,2005-05-20,"RR",97
-80.6666666666667,29.8,-80.8,29.9,"51832","RED SNAPPER",2004-10-30,32018,"RR","J",100,15,NA,2005-06-04,"RR",95
-81.1333333333333,29.8666666666667,-81.1166666666667,29.85,"51850","RED SNAPPER",2004-10-31,32036,"RR","J",70,15,NA,2005-07-14,"RR",60
-81.1166666666667,29.9,-81.1333333333333,29.8833333333333,"51863","RED SNAPPER",2004-10-31,32052,"RR","J",74,18,NA,2005-04-08,"RR",68
-81.1166666666667,29.9,-81.1166666666667,29.9,"52961","RED SNAPPER",2005-06-06,37190,"RR","J",70,16,NA,2005-09-29,"RR",70
-81.1166666666667,29.8833333333333,-81.1166666666667,29.9,"52967","RED SNAPPER",2005-06-04,37185,"RR","J",65,17,NA,2005-09-29,"RR",70
-81.1166666666667,29.9,-81.1166666666667,29.9,"53037","RED SNAPPER",2005-08-16,35258,"RR","J",72,19,NA,2006-01-28,"RR",68
-81.1166666666667,29.9,-81.1166666666667,29.9,"53038","RED SNAPPER",2005-08-16,35257,"RR","J",69,17,NA,2006-01-12,"RR",65
-81.1166666666667,29.9,-81.1166666666667,29.9,"53703","RED SNAPPER",2005-07-25,37703,"RR","J",65,19,NA,2005-10-08,"RR",65
-81.15,29.8833333333333,-80.7666666666667,29.8333333333333,"53718","RED SNAPPER",2005-07-18,37463,"RR","J",69,14,NA,2006-01-12,"RR",65
-80.95,29.8333333333333,-80.95,29.8333333333333,"53723","RED SNAPPER",2005-07-09,37349,"RR","J",75,15,NA,2005-09-17,"RR",80
-80.7833333333333,29.7333333333333,-80.8333333333333,29.9166666666667,"53797","RED SNAPPER",2005-10-22,36310,"RR","J",75,19,NA,2006-04-23,"RR",85
-80.8333333333333,29.9166666666667,-80.85,29.9166666666667,"G38833","RED SNAPPER",2001-06-13,21999,"RR","J",95,11.75,NA,2001-07-30,"RR",85
-80.95,29.8333333333333,-80.9,29.8333333333333,"G38917","RED SNAPPER",2001-10-13,22064,"RR","J",80,19,NA,2002-06-25,"RR",74
-80.95,29.8333333333333,-80.9,29.8333333333333,"G38918","RED SNAPPER",2001-10-13,22065,"RR","J",80,16,NA,2002-06-25,"RR",74
-80.95,29.8333333333333,-81,29.05,"G39306","RED SNAPPER",2002-06-16,22331,"RR","J",74,9,NA,2003-06-01,"RR",NA
-81.1166666666667,29.9,-81.1166666666667,29.8666666666667,"G42612","RED SNAPPER",2003-05-05,26088,"RR","J",64,13,NA,2003-09-20,"RR",68
-81.1166666666667,29.8833333333333,-81.1166666666667,29.9,"G42662","RED SNAPPER",2004-07-26,30827,"RR","J",69,12,NA,2005-09-29,"RR",70
-81.1166666666667,29.9,-81.1166666666667,29.8833333333333,"G44204","RED SNAPPER",2003-11-22,28464,"RR","J",75,13,NA,2004-01-01,"RR",70
-81.1166666666667,29.9,-81.1166666666667,29.8833333333333,"G44213","RED SNAPPER",2003-11-22,28473,"RR","J",75,13,NA,2004-07-19,"RR",68
-81.1166666666667,29.9,-81.1166666666667,29.9,"G44231","RED SNAPPER",2003-11-22,28491,"RR","J",75,12,NA,2004-07-24,"RR",75
-81.1166666666667,29.8833333333333,-81.1166666666667,29.8833333333333,"G51568","RED SNAPPER",2004-10-31,32046,"RR","J",74,10,NA,2005-07-14,"RR",68
-80.7333333333333,29.7666666666667,-80.3833333333333,29.9833333333333,"G51922","RED SNAPPER",2004-10-09,31615,"RR","J",95,16,NA,2005-07-14,"RR",123
-81.1166666666667,29.9,-81.1166666666667,29.9,"G51927","RED SNAPPER",2004-10-14,31713,"RR","J",72,12,NA,2005-01-06,"RR",67
-81.1333333333333,29.8666666666667,-81.1333333333333,29.8666666666667,"G51929","RED SNAPPER",2004-10-14,31702,"RR","J",66,12,NA,2004-10-31,"RR",70
-81.1333333333333,29.8666666666667,-81.1333333333333,29.8666666666667,"G51934","RED SNAPPER",2004-10-14,31697,"RR","J",66,15.5,NA,2004-10-31,"RR",70
-85.8833333333333,30.15,-85.8833333333333,30.15,"25198","RED SNAPPER",1999-08-07,8961,"RR","J",70,13.25,NA,2000-06-20,"RR",70
-85.7666666666667,29.85,-85.7666666666667,29.85,"25239","RED SNAPPER",1999-08-08,9002,"RR","J",98,12.5,NA,2000-02-02,"RR",98
-85.7666666666667,29.85,-85.7666666666667,29.85,"25252","RED SNAPPER",1999-08-08,9016,"RR","J",98,15.5,NA,1999-08-31,"RR",93
-85.7666666666667,29.85,-85.7666666666667,29.85,"25254","RED SNAPPER",1999-08-08,9019,"RR","J",98,14.75,NA,1999-08-31,"RR",98
-85.8166666666667,29.8166666666667,-85.8166666666667,29.8166666666667,"25495","RED SNAPPER",1999-07-21,9260,"RR","J",104,15.75,NA,2000-06-30,"ERR",100
-85.8833333333333,30.1,-85.8666666666667,30.1,"27272","RED SNAPPER",1999-07-22,10713,"RR","J",80,11,NA,1999-08-05,"RR",76
-85.8666666666667,30.1,-85.8666666666667,30.1,"27300","RED SNAPPER",1999-07-22,10740,"RR","J",80,13.5,NA,2000-09-28,"RR",100
-85.8333333333333,29.8,-85.85,29.85,"27531","RED SNAPPER",1999-07-21,10898,"RR","J",105,13,NA,2000-07-12,"RR",105
-85.8333333333333,29.8,-85.8333333333333,29.8,"27538","RED SNAPPER",1999-07-21,10906,"RR","J",105,11.75,NA,1999-08-08,"RR",105
-85.8166666666667,29.8666666666667,-85.7666666666667,29.85,"27565","RED SNAPPER",1999-07-21,10935,"RR","J",103,11.5,NA,1999-08-08,"RR",103
-85.8166666666667,29.8666666666667,-85.8166666666667,29.8666666666667,"27591","RED SNAPPER",1999-07-21,10961,"RR","J",103,12.25,NA,1999-08-08,"RR",103
-85.8,29.7666666666667,-85.8166666666667,29.7666666666667,"28171","RED SNAPPER",1999-07-21,11447,"RR","J",110,12.25,NA,1999-08-08,"RR",105
-85.8666666666667,29.9166666666667,-85.8666666666667,29.9166666666667,"28441","RED SNAPPER",1999-09-22,11636,"RR","J",106,12.75,NA,2000-04-26,"",NA
-85.8166666666667,29.9666666666667,-85.85,29.95,"28489","RED SNAPPER",1999-09-22,11687,"RR","J",87,9.5,NA,1999-11-23,"RR",98
-85.95,29.8833333333333,-85.95,29.95,"28609","RED SNAPPER",1999-09-23,11768,"RR","J",114,14.5,NA,2000-08-04,"RR",119
-85.95,29.8833333333333,-85.8666666666667,29.8666666666667,"28611","RED SNAPPER",1999-09-23,11771,"RR","J",114,12.25,NA,2000-09-07,"RR",120
-85.9833333333333,29.9333333333333,-85.9666666666667,29.9333333333333,"28614","RED SNAPPER",1999-09-23,11774,"RR","J",110,14.5,NA,1999-11-19,"RR",111
-85.9833333333333,29.9333333333333,-85.95,29.95,"28616","RED SNAPPER",1999-09-23,11777,"RR","J",110,13,NA,2000-08-15,"RR",98.5
-85.85,29.95,-85.85,29.95,"29439","RED SNAPPER",1999-09-22,12267,"RR","J",98,14.5,NA,2000-04-26,"",NA
-85.85,29.95,-85.85,29.95,"29441","RED SNAPPER",1999-09-22,12269,"RR","J",98,14.75,NA,2000-04-26,"RR",NA
-85.85,29.95,-85.7666666666667,29.9,"29446","RED SNAPPER",1999-09-22,12274,"RR","J",98,15,NA,2001-05-21,"RR",105
-85.85,29.95,-85.85,29.95,"29449","RED SNAPPER",1999-09-22,12277,"RR","J",98,14.75,NA,2000-05-13,"RR",110
-85.8166666666667,29.9666666666667,-85.95,29.95,"29472","RED SNAPPER",1999-09-22,12301,"RR","J",87,14,NA,1999-10-23,"RR",98
-85.95,29.95,-85.95,29.95,"29489","RED SNAPPER",1999-09-23,12320,"RR","J",98,12.5,NA,1999-10-18,"RR",110
-85.8,29.8,-82.6833333333333,27.7,"29505","RED SNAPPER",1999-08-08,12335,"RR","J",105,12.75,NA,2000-05-21,"RR",3
-85.8333333333333,29.8,-85.8333333333333,29.8,"29533","RED SNAPPER",1999-08-08,12362,"RR","J",105,14.25,NA,2001-07-23,"RR",125
-85.9666666666667,29.9333333333333,-85.9666666666667,29.9333333333333,"30512","RED SNAPPER",1999-11-20,12849,"RR","J",111,14.75,NA,2000-05-26,"RR",90
-85.9666666666667,29.9333333333333,-85.9666666666667,29.9333333333333,"30518","RED SNAPPER",1999-11-20,12855,"RR","J",111,16,NA,2000-05-26,"RR",90
-85.9666666666667,29.9333333333333,-85.9666666666667,29.9333333333333,"30525","RED SNAPPER",1999-11-20,12863,"RR","J",111,14.75,NA,2000-05-26,"RR",90
-85.9666666666667,29.9333333333333,-85.9666666666667,29.9333333333333,"30526","RED SNAPPER",1999-11-20,12864,"RR","J",111,14,NA,2000-05-26,"RR",90
-85.9666666666667,29.9333333333333,-85.9666666666667,29.9333333333333,"30530","RED SNAPPER",1999-11-20,12868,"RR","J",111,18,NA,2000-05-08,"RR",111
-85.9833333333333,29.8833333333333,-82.6833333333333,29.7,"30554","RED SNAPPER",1999-11-20,12892,"RR","J",116,14.25,NA,2000-05-17,"RR",3
-85.9833333333333,29.8833333333333,-85.9833333333333,29.8833333333333,"30558","RED SNAPPER",1999-11-20,12896,"RR","J",116,16.25,NA,2000-05-08,"RR",116
-85.8833333333333,30.15,-85.8833333333333,30.15,"32224","RED SNAPPER",1999-08-06,13752,"RR","J",68,10.25,NA,1999-08-07,"RR",70
-85.95,29.95,-85.9333333333333,29.95,"32305","RED SNAPPER",1999-09-23,13835,"RR","J",98,9.75,NA,2001-05-11,"RR",100
-86,30.1333333333333,-86.0333333333333,30.1666666666667,"38314","RED SNAPPER",2001-06-27,17295,"RR","J",83,12.5,NA,2001-07-07,"RR",85
-86,30.15,-85.6666666666667,29.5,"38344","RED SNAPPER",2001-06-27,17329,"RR","J",83,13.5,NA,2003-07-26,"RR",80
-85.9333333333333,30.0833333333333,-85.9333333333333,30.0833333333333,"39652","RED SNAPPER",2001-07-18,18332,"RR","J",87,13,NA,2002-01-22,"RR",87
-85.8166666666667,29.9166666666667,-85.8166666666667,29.9166666666667,"41815","RED SNAPPER",2003-05-06,26104,"RR","CIRCLE",100,13.5,NA,2004-06-23,"RR",104
-85.8166666666667,29.9166666666667,-85.8166666666667,29.9166666666667,"41818","RED SNAPPER",2003-05-06,26110,"RR","CIRCLE",100,14.25,NA,2004-06-08,"RR",89
-85.8666666666667,29.9666666666667,-85.7666666666667,29.95,"41828","RED SNAPPER",2003-05-06,26127,"RR","CIRCLE",103,12,NA,2004-07-02,"RR",94
-85.8833333333333,29.55,-81.1333333333333,29.8833333333333,"G40738","RED SNAPPER",2001-09-27,23007,"RR","J",133,11.5,NA,2003-05-17,"RR",64
-86.5,30.3166666666667,-86.5166666666667,30.3,"22896","RED SNAPPER",2001-02-20,6961,"RR","",80,17,NA,2001-06-26,"RR",91
-86.5,30.3166666666667,-86.4666666666667,30.3333333333333,"22898","RED SNAPPER",2000-10-30,6963,"RR","",80,13,NA,2002-05-21,"RR",85
-86.5,30.3166666666667,-86.5,30.3,"22900","RED SNAPPER",2001-02-20,6966,"RR","",80,13,NA,2001-07-20,"RR",85
-86.5,30.3166666666667,-86.5166666666667,30.3,"28270","RED SNAPPER",2001-02-20,11498,"RR","",80,13,NA,2001-06-15,"RR",85
-86.5166666666667,30.3166666666667,-86.5666666666667,30.3166666666667,"28279","RED SNAPPER",2000-10-30,11508,"RR","",80,14,NA,2001-08-26,"RR",90
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"36210","RED SNAPPER",2001-05-02,16150,"RR","CIRCLE",85,13,NA,2001-10-30,"RR",75
-86.5,30.3166666666667,-86.5166666666667,30.3166666666667,"36211","RED SNAPPER",2001-05-08,16151,"RR","CIRCLE",75,12,NA,2001-10-24,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"36238","RED SNAPPER",2001-05-24,16169,"RR","CIRCLE",85,14,NA,2001-10-30,"RR",75
-86.5166666666667,30.3166666666667,-85.6833333333333,29.95,"36240","RED SNAPPER",2001-05-24,16171,"RR","CIRCLE",85,14,NA,2001-07-05,"RR",50
-86.5166666666667,30.3,-86.5,30.3166666666667,"37761","RED SNAPPER",2001-05-15,16962,"RR","CIRCLE",80,12,NA,2001-06-05,"RR",80
-86.5166666666667,30.3,-86.5166666666667,30.3166666666667,"37764","RED SNAPPER",2001-05-15,16967,"RR","CIRCLE",80,15,NA,2001-06-21,"RR",85
-86.5,30.3166666666667,-86.5,30.3166666666667,"37983","RED SNAPPER",2001-05-31,17008,"RR","CIRCLE",80,10,NA,2001-09-19,"RR",80
-86.5,30.3166666666667,-86.5166666666667,30.3166666666667,"39702","RED SNAPPER",2001-09-27,18383,"RR","CIRCLE",85,15,NA,2001-10-16,"RR",80
-86.5,30.3166666666667,-86.5166666666667,30.3166666666667,"39704","RED SNAPPER",2001-09-27,18386,"RR","CIRCLE",85,15,NA,2001-10-16,"RR",80
-86.5,30.3166666666667,-86.5166666666667,30.3166666666667,"39707","RED SNAPPER",2001-10-03,18390,"RR","CIRCLE",85,12,NA,2001-10-24,"RR",80
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"39707","RED SNAPPER",2001-10-24,18391,"RR","CIRCLE",80,12,NA,2002-07-01,"RR",85
-86.5,30.3166666666667,-86.5,30.3,"39709","RED SNAPPER",2001-10-03,18395,"RR","CIRCLE",85,15,NA,2001-10-31,"RR",80
-86.5,30.3166666666667,-86.5166666666667,30.3166666666667,"39710","RED SNAPPER",2001-10-03,18396,"RR","CIRCLE",85,12,NA,2002-05-27,"RR",85
-86.5,30.3166666666667,-86.5,30.3166666666667,"39716","RED SNAPPER",2001-10-03,18404,"RR","CIRCLE",85,15,NA,2001-10-25,"RR",70
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3333333333333,"39729","RED SNAPPER",2001-10-16,18417,"RR","CIRCLE",80,10,NA,2002-10-31,"RR",90
-86.5166666666667,30.3166666666667,-86.5,30.3,"39734","RED SNAPPER",2001-10-24,18426,"RR","CIRCLE",80,13,NA,2001-12-20,"RR",89
-86.5166666666667,30.3166666666667,-86.4833333333333,30.3333333333333,"39736","RED SNAPPER",2001-10-24,18428,"RR","CIRCLE",80,13,NA,2002-07-16,"RR",75
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"39738","RED SNAPPER",2001-10-24,18431,"RR","CIRCLE",80,13,NA,2002-05-27,"RR",85
-86.5166666666667,30.3166666666667,-86.4833333333333,30.3,"39739","RED SNAPPER",2001-10-24,18433,"RR","CIRCLE",80,11,NA,2002-08-08,"RR",82
-86.5166666666667,30.3166666666667,-86.5166666666667,30.3166666666667,"39748","RED SNAPPER",2001-10-24,18442,"RR","CIRCLE",80,8,NA,2003-06-02,"RR",85
-86.5,30.3333333333333,-86.5,30.3333333333333,"53806","RED SNAPPER",2005-06-03,37120,"RR","CIRCLE",75,13,NA,2005-07-19,"RR",75
-86.5333333333333,30.3166666666667,-86.5166666666667,30.3166666666667,"53836","RED SNAPPER",2005-06-20,37252,"RR","CIRCLE",85,11,NA,2006-08-02,"RR",85
-86.5333333333333,30.3166666666667,-86.5,30.3,"53841","RED SNAPPER",2005-06-20,37257,"RR","CIRCLE",85,13,NA,2005-06-30,"RR",80
-86.5,30.3166666666667,-86.5166666666667,30.3166666666667,"53844","RED SNAPPER",2005-06-20,37260,"RR","CIRCLE",75,15,NA,2005-08-23,"RR",85
-86.5,30.3166666666667,-86.5,30.3333333333333,"53854","RED SNAPPER",2005-06-27,35280,"RR","CIRCLE",75,13,NA,2005-07-19,"RR",75
-86.5,30.3166666666667,-84.35,29.4,"53871","RED SNAPPER",2005-07-08,36039,"RR","CIRCLE",80,14,NA,2006-05-04,"RR",83
-86.5,30.3166666666667,-86.5333333333333,30.3166666666667,"53897","RED SNAPPER",2005-07-14,37378,"RR","CIRCLE",80,11,NA,2005-09-20,"RR",85
-86.4666666666667,30.3333333333333,-86.5,30.3333333333333,"58226","RED SNAPPER",2005-09-09,36202,"RR","CIRCLE",80,15,NA,2005-10-28,"RR",60
-86.5,30.3166666666667,-86.5166666666667,30.3166666666667,"58703","RED SNAPPER",2005-05-16,32949,"RR","CIRCLE",80,14,NA,2005-07-26,"RR",85
-86.5,30.3166666666667,-86.5,30.3,"58709","RED SNAPPER",2005-05-16,32955,"RR","CIRCLE",80,15,NA,2005-06-20,"RR",76
